titulo,href,valoracion,duracion,dificultad,categorias,ingredientes,categoria_principal
Receta de Coctel de gambas,/receta-1604/coctel-de-gambas,5,Menos de 15 min.,Sencilla,"['vegetarianas', 'exóticas', 'veraniegas', 'invernales', 'afrodisíacas', 'tradicionales', 'para navidad', 'para fiestas', 'mediterráneas']","['Piña', 'Salsa rosa', 'Sal', 'Caviar', 'Lechuga', 'Gamba', 'Cangrejo']",
Receta de Huevo frito con patatas,/receta-935/huevo-frito-con-patatas,5,Menos de 15 min.,Sencilla,"['vegetarianas', 'minimalistas', 'tradicionales', 'para niños']","['Huevo', 'Patata', 'Aceite de oliva']",
Receta de Arroz con Brócoli y pasas,/receta-1065/arroz-con-brocoli-y-pasas,5,Entre 15 y 30 min.,Sencilla,"['light', 'vegetarianas', 'veraniegas', 'invernales', 'afrodisíacas', 'mediterráneas', 'para tupper']","['Arroz Basmati', 'Brécol', 'Pasa', 'Guisante verde', 'Cebolla', 'Mango', 'Azafrán', 'Limón', 'Curry', 'Aceite de oliva', 'Mango']",
Receta de Coctel de gambas,/receta-1604/coctel-de-gambas,5,Menos de 15 min.,Sencilla,"['vegetarianas', 'exóticas', 'veraniegas', 'invernales', 'afrodisíacas', 'tradicionales', 'para navidad', 'para fiestas', 'mediterráneas']","['Piña', 'Salsa rosa', 'Sal', 'Caviar', 'Lechuga', 'Gamba', 'Cangrejo']",light
Receta de ALBORONÍA o BORONÍAS,/receta-1111/alboronia-o-boronias,5,Entre 15 y 30 min.,Media,"['vegetarianas', 'veraniegas', 'invernales']","['Calabaza', 'Garbanzos', 'Tomate', 'Pimiento rojo', 'Pimiento verde', 'Cebolla', 'Ajo', 'Laurel', 'Pimentón dulce', 'Comino', 'Aceite de oliva', 'Pimienta']",
Receta de Arroz con verduras,/receta-900/arroz-con-verduras,5,Entre 15 y 30 min.,Sencilla,"['light', 'vegetarianas', 'mediterráneas', 'para tupper']","['Calabacín', 'Puerro', 'Zanahoria', 'Brécol', 'Pimiento rojo', 'Arroz', 'Caldo de verdura', 'Aceite de oliva', 'Cúrcuma', 'Ajo']",
Receta de Cremoso de ajoblanco con grisines de sésamo negro,/receta-322/cremoso-de-ajoblanco-con-grisines-de-sesamo-negro,5,Entre 15 y 30 min.,Sencilla,"['vegetarianas', 'para navidad', 'para fiestas']","['Harina de fuerza', 'Sal', 'Levadura en polvo', 'Sésamo', 'Sésamo', 'Agua', 'Almendra', 'Aceite de oliva', 'Leche', 'Ajo', 'Pan de molde', 'Vinagre', 'Sal']",
Receta de Peras al vino,/receta-167/peras-al-vino,5,Entre 30 y 60 min.,Sencilla,"['vegetarianas', 'tradicionales', 'mediterráneas', 'para tupper']","['Pera', 'Vino tinto', 'Azúcar blanco', 'Cardamomo', 'Limón', 'Canela en rama']",
Receta de chips de zanahoria,/receta-308/chips-de-zanahoria,5,Entre 15 y 30 min.,Sencilla,"['vegetarianas', 'minimalistas', 'tradicionales', 'para niños', 'mediterráneas']","['Zanahoria', 'Aceite de oliva', 'Sal']",
Receta de Sushi falso de crepes,/receta-19/sushi-falso-de-crepes,5,Entre 15 y 30 min.,Sencilla,"['light', 'vegetarianas', 'para fiestas', 'asiáticas']","['Harina blanca', 'Huevo', 'Leche', 'Mantequilla', 'Cebolleta', 'Queso para untar', 'Nuez', 'Pistacho', 'Aceite de oliva', 'Salsa de soja']",vegetarianas
Receta de Quesada de mascarpone,/receta-252/quesada-de-mascarpone,5,Menos de 15 min.,Sencilla,"['vegetarianas', 'minimalistas', 'tradicionales', 'para navidad', 'para fiestas', 'para niños', 'norte de Europa', 'mediterráneas', 'para tupper']","['Queso para untar', 'Queso Mascarpone', 'Azúcar blanco', 'Harina fina de maíz', 'Huevo', 'Limón']",veraniegas
Receta de tortilla a los 3 quesos,/receta-297/tortilla-a-los-quesos,5,Entre 15 y 30 min.,Sencilla,"['vegetarianas', 'tradicionales', 'para niños', 'mediterráneas']","['Patata', 'Huevo', 'Cebolla', 'Queso Emmental', 'Queso Mozzarella', 'Queso Azul', 'Aceite de oliva', 'Ajo']",tradicionales
Receta de filloas,/receta-103/filloas,5,Entre 30 y 60 min.,Difícil,"['vegetarianas', 'tradicionales', 'norte de Europa', 'para carnaval']","['Leche', 'Harina', 'Sal', 'Agua', 'Anís', 'Aceite de girasol', 'Azúcar blanco', 'Huevo']",vegetarianas
Receta de Pudin de bizcocho,/receta-236/pudin-de-bizcocho,5,Entre 30 y 60 min.,Media,"['vegetarianas', 'veraniegas', 'tradicionales', 'para fiestas', 'para niños']","['Bizcocho', 'Huevo', 'Leche', 'Azúcar blanco']",
Receta de Arroz gratinado al queso de Mahón,/receta-382/arroz-gratinado-al-queso-de-mahon,5,Entre 15 y 30 min.,Sencilla,"['vegetarianas', 'invernales', 'tradicionales', 'mediterráneas']","['Arroz', 'Cebolla', 'Champiñón', 'Salsa de tomate frito', 'Queso mahonés', 'Cubito de caldo', 'Agua', 'Sal']",
Receta de croquetas de queso,/receta-4/croquetas-de-queso,5,Entre 15 y 30 min.,Media,"['vegetarianas', 'tradicionales', 'para fiestas', 'para niños', 'para tupper']","['Harina blanca', 'Pan rallado', 'Huevo', 'Cebolla', 'Puerro', 'Aceite de oliva', 'Leche', 'Queso Emmental', 'Aceite de oliva', 'Sal']",vegetarianas
Receta de Tempura de verduras,/receta-192/tempura-de-verduras,5,Entre 15 y 30 min.,Sencilla,"['vegetarianas', 'asiáticas']","['Pimiento rojo', 'Pimiento verde', 'Zanahoria', 'Calabacín', 'Harina de fuerza', 'Harina de tempura', 'Agua', 'Aceite']",
Receta de falsa carbonara de verduras al wok,/receta-855/falsa-carbonara-de-verduras-al-wok,5,Menos de 15 min.,Sencilla,"['light', 'vegetarianas', 'para tupper']","['Brécol', 'Zanahoria', 'Pasta alimenticia', 'Queso para untar', 'Pimienta', 'Puerro']",
Receta de Masa para crepes,/receta-194/masa-para-crepes,5,Menos de 15 min.,Sencilla,"['vegetarianas', 'para niños', 'norte de Europa']","['Leche', 'Huevo', 'Harina blanca', 'Sal', 'Azúcar blanco', 'Mantequilla']",
Receta de Ensalada de garbanzos,/receta-899/ensalada-de-garbanzos,5,Menos de 15 min.,Sencilla,"['light', 'vegetarianas', 'veraniegas', 'para fiestas', 'mediterráneas', 'para tupper']","['Garbanzos', 'Tomate', 'Atún en aceite en lata', 'Cebolla', 'Aceituna', 'Huevo', 'Perejil', 'Pimiento verde']",
Receta de Profiteroles rellenos de roquefort con dátiles y nueces,/receta-319/profiteroles-rellenos-de-roquefort-con-datiles-y-nueces,5,Entre 30 y 60 min.,Media,"['vegetarianas', 'para navidad', 'para fiestas']","['Agua', 'Mantequilla', 'Harina', 'Huevo', 'Nata para montar', 'Queso Roquefort', 'Dátil', 'Nuez']",
Receta de Fresas a la pimienta,/receta-25/fresas-a-la-pimienta,5,Entre 15 y 30 min.,Sencilla,"['vegetarianas', 'mediterráneas']","['Fresa', 'Pimienta verde', 'Azúcar blanco', 'Mistela', 'Vainilla', 'Hierba buena', 'Mantequilla']",para fiestas
Receta de espaguettis 3 quesos con champiñones,/receta-111/espaguettis-quesos-con-champinones,5,Menos de 15 min.,Sencilla,"['vegetarianas', 'mediterráneas', 'para tupper']","['Aceite de oliva', 'Sal', 'Spaguetti', 'Queso Gorgonzola', 'Queso Cheddar', 'Queso Parmesano', 'Puerro', 'Champiñón', 'Leche', 'Albahaca', 'Cubito de caldo']",tradicionales
Receta de Mermelada de higos,/receta-131/mermelada-de-higos,5,Entre 30 y 60 min.,Sencilla,['vegetarianas'],"['Higo', 'Azúcar blanco', 'Agua', 'Canela en polvo', 'Limón']",
Receta de Bizkotxo de nata de Juan Mari,/receta-978/bizkotxo-de-nata-de-juan-mari,5,Entre 30 y 60 min.,Sencilla,"['tradicionales', 'para niños', 'para Thermomix', 'para celíacos']","['Huevo', 'Azúcar blanco', 'Mantequilla', 'Nata para cocinar', 'Harina de repostería', 'Levadura en polvo']",light
Receta de copitas express de frambuesa y coco,/receta-1000/copitas-express-de-frambuesa-y-coco,5,Menos de 15 min.,Sencilla,"['light', 'vegetarianas', 'exóticas', 'veraniegas', 'minimalistas', 'afrodisíacas', 'para fiestas', 'para niños', 'asiáticas', 'mediterráneas', 'para celíacos']","['_descripcion', 'Frambuesa', 'Azúcar blanco', '_descripcion', 'Leche de coco', 'Azúcar blanco', 'Gelatina', 'Agua']",tradicionales
Receta de compota de ciruelas con queso fresco,/receta-1003/compota-de-ciruelas-con-queso-fresco,5,Entre 15 y 30 min.,Sencilla,"['light', 'vegetarianas', 'exóticas', 'veraniegas', 'minimalistas', 'tradicionales', 'para niños', 'norte de Europa', 'asiáticas', 'mediterráneas', 'americanas', 'para celíacos', 'para tupper']","['Ciruela', 'Azúcar moreno', 'Queso fresco', 'Canela en polvo']",light
Receta de Patatas suecas con pimientos y bonito del norte,/receta-1353/patatas-suecas-con-pimientos-y-bonito-del-norte,5,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'invernales', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'norte de Europa', 'para carnaval', 'para celíacos']","['Patata', 'Pimiento', 'Bonito', 'Aceituna', 'Aceite de oliva', 'Tomillo']",veraniegas
Receta de Ngnocchis para celiacos y alérgicos (ñoquis) por Daniela2m,/receta-1471/ngnocchis-para-celiacos-y-alergicos-noquis-por-danielam,5,Entre 30 y 60 min.,Media,"['vegetarianas', 'para celíacos']","['Harina', 'Patata', 'Sal', 'Nuez moscada']",vegetarianas
Receta de Flan de capuccino,/receta-652/flan-de-capuccino,5,Menos de 15 min.,Sencilla,"['para navidad', 'para fiestas', 'para Thermomix', 'para celíacos']","['Leche', 'Caramelo', 'Polvos para flan']",light
Receta de Donuts sin gluten,/receta-709/donuts-sin-gluten,5,Entre 1 y 2 horas,Media,"['tradicionales', 'para niños', 'para Thermomix', 'para celíacos']","['Harina de repostería', 'Harina', 'Azúcar blanco', 'Manteca', 'Huevo', 'Levadura fresca', 'Agua', 'Levadura seca']",
Receta de Langostinos a la marinera,/receta-675/langostinos-a-la-marinera,5,Entre 15 y 30 min.,Sencilla,"['light', 'minimalistas', 'tradicionales', 'para navidad', 'para fiestas', 'para celíacos']","['Langostino', 'Aceite de oliva', 'Vino blanco', 'Ajo', 'Sal', 'Perejil']",light
Receta de Pan de hamburguesa sin gluten,/receta-685/pan-de-hamburguesa-sin-gluten,5,Entre 1 y 2 horas,Media,"['para fiestas', 'para niños', 'para celíacos']","['Leche', 'Levadura fresca', 'Sal', 'Azúcar blanco', 'Aceite', 'Harina']",light
Receta de Patatas asadas a la irlandesa,/receta-846/patatas-asadas-a-la-irlandesa,5,Entre 30 y 60 min.,Sencilla,"['vegetarianas', 'invernales', 'tradicionales', 'para navidad', 'norte de Europa', 'para celíacos', 'para tupper']","['Patata', 'Mantequilla', 'Sal']",light
Receta de Sorbete de fresones,/receta-117/sorbete-de-fresones,4,Entre 30 y 60 min.,Sencilla,"['light', 'veraniegas', 'minimalistas', 'tradicionales', 'para fiestas', 'para niños', 'mediterráneas', 'para celíacos']","['Fresón', 'Azúcar blanco', 'Naranja', 'Limón']",exóticas
Receta de Mermelada de fresas,/receta-130/mermelada-de-fresas,4,Entre 30 y 60 min.,Media,"['tradicionales', 'norte de Europa', 'mediterráneas', 'para celíacos']","['Fresa', 'Azúcar blanco', 'Limón', 'Manzana']",light
Receta de Pulpo a la gallega,/receta-165/pulpo-a-la-gallega,4,Entre 1 y 2 horas,Media,"['light', 'tradicionales', 'para celíacos']","['Pulpo', 'Pimentón dulce', 'Pimentón picante', 'Aceite de oliva', 'Sal', 'Cebolla']",mediterráneas
Receta de Ensalada de membrillo,/receta-298/ensalada-de-membrillo,4,Menos de 15 min.,Sencilla,"['light', 'tradicionales', 'para celíacos', 'para tupper']","['Queso fresco', 'Membrillo', 'Jarabe de arce']",vegetarianas
Receta de Salpicón de rape,/receta-17/salpicon-de-rape,4,Entre 30 y 60 min.,Sencilla,"['light', 'para navidad', 'para fiestas', 'norte de Europa', 'para celíacos', 'para tupper']","['Rape', 'Patata', 'Cebolla', 'Huevo', 'Laurel', 'Perejil', 'Aceite de oliva', 'Sal']",tradicionales
Receta de Pasta fresca sin gluten,/receta-688/pasta-fresca-sin-gluten,4,Entre 15 y 30 min.,Media,"['tradicionales', 'para celíacos']","['Harina', 'Huevo', 'Aceite']",
Receta de Brochetas de pollo,/receta-828/brochetas-de-pollo,4,Entre 15 y 30 min.,Sencilla,"['light', 'veraniegas', 'minimalistas', 'para fiestas', 'americanas', 'para celíacos']","['Calabacín', 'Puerro', 'Pimiento', 'Pechuga de pollo', 'Aceite de oliva', 'Limón']",veraniegas
Receta de Espinacas con pasas y piñones,/receta-173/espinacas-con-pasas-y-pinones,4,Entre 15 y 30 min.,Sencilla,"['light', 'vegetarianas', 'tradicionales', 'mediterráneas', 'para celíacos']","['Espinaca', 'Pasa', 'Piñón', 'Aceite de oliva', 'Sal']",veraniegas
Receta de Quiche ligera sin masa,/receta-1610/quiche-ligera-sin-masa,4,Entre 30 y 60 min.,Sencilla,"['light', 'mediterráneas', 'para celíacos']","['Coliflor', 'Leche evaporada', 'Huevo', 'Queso rallado', 'Sal', 'Nuez moscada']",veraniegas
Receta de Ensalada de espinacas,/receta-225/ensalada-de-espinacas,4,Menos de 15 min.,Sencilla,"['light', 'minimalistas', 'para celíacos', 'para tupper']","['Espinaca', 'Anchoa', 'Queso fresco', 'Aceite de oliva']",veraniegas
Receta de Pastas blanco y negro de almendras,/receta-591/pastas-blanco-y-negro-de-almendras,4,Entre 15 y 30 min.,Sencilla,"['tradicionales', 'para fiestas', 'para niños', 'para celíacos']","['Chocolate negro', 'Mantequilla', 'Azúcar blanco', 'Huevo', 'Almendra', 'Levadura', 'Sal', 'Azúcar blanco', 'Azúcar glass']",veraniegas
Receta de Conejo con crema de mostaza rústica,/receta-110/conejo-con-crema-de-mostaza-rustica,4,Entre 15 y 30 min.,Sencilla,"['tradicionales', 'para fiestas', 'para celíacos']","['Conejo', 'Cebolleta', 'Laurel', 'Salsa de Mostaza', 'Requesón', 'Vino blanco', 'Cubito de caldo', 'Perejil', 'Aceite de oliva', 'Sal']",invernales
Receta de Milhojas de membrillo al caramelo,/receta-115/milhojas-de-membrillo-al-caramelo,4,Entre 15 y 30 min.,Media,"['tradicionales', 'para celíacos']","['Queso fresco', 'Membrillo', 'Azúcar blanco', 'Nuez', 'Limón']",light
Receta de Batido de frutas,/receta-140/batido-de-frutas,4,Menos de 15 min.,Sencilla,"['para niños', 'para celíacos']","['Kiwi', 'Plátano', 'Naranja', 'Azúcar moreno', 'Agua']",tradicionales
Receta de Crema de guisantes y rúcula,/receta-288/crema-de-guisantes-y-rucula,4,Entre 15 y 30 min.,Sencilla,"['light', 'vegetarianas', 'mediterráneas', 'para celíacos', 'para tupper']","['Guisante verde', 'Rúcula', 'Puerro', 'Ajo', 'Queso para untar', 'Caldo de verdura', 'Pimienta', 'Aceite de oliva']",
Receta de Verduras al wok,/receta-843/verduras-al-wok,4,Entre 1 y 2 horas,Sencilla,"['light', 'vegetarianas', 'veraniegas', 'mediterráneas', 'para celíacos', 'para tupper']","['Berenjena', 'Cebolla', 'Zanahoria', 'Calabacín', 'Pimiento rojo', 'Pimiento verde', 'Aceite de oliva', 'Hierbas provenzales']",vegetarianas
Receta de Pescadilla rebozada al estilo de Paqui,/receta-646/pescadilla-rebozada-al-estilo-de-paqui,3,Menos de 15 min.,Sencilla,"['tradicionales', 'mediterráneas', 'para celíacos']","['Pescadilla', 'Patata', 'Sal', 'Aceituna', 'Huevo']",tradicionales
Receta de Jubileo de cerezas,/receta-717/jubileo-de-cerezas,3,Entre 15 y 30 min.,Sencilla,"['vegetarianas', 'exóticas', 'veraniegas', 'afrodisíacas', 'tradicionales', 'para navidad', 'para fiestas', 'para celíacos']",['Almíbar'],tradicionales
Receta de Tortilla para niños,/receta-612/tortilla-para-ninos,3,Menos de 15 min.,Sencilla,"['vegetarianas', 'veraniegas', 'invernales', 'para fiestas', 'para niños', 'norte de Europa', 'mediterráneas', 'americanas', 'para celíacos']","['Patata', 'Huevo']",exóticas
Receta de Arbolitos de Coliflor,/receta-611/arbolitos-de-coliflor,2,Menos de 15 min.,Sencilla,"['vegetarianas', 'veraniegas', 'invernales', 'minimalistas', 'para halloween', 'para navidad', 'para fiestas', 'mediterráneas', 'para celíacos']","['Coliflor', 'Aceite de girasol', 'Barra de pan', 'Salsa de tomate triturado', 'Huevo', 'Pan rallado', 'Sal']",veraniegas
Receta de Cualquier cosa,/receta-1536/cualquier-cosa,2,Entre 15 y 30 min.,Media,['para celíacos'],"['Carne de cerdo picada', 'Tomate']",veraniegas
Receta de Sandwich de crema de alcachofas y anchoas,/receta-1682/sandwich-de-crema-de-alcachofas-y-anchoas,0,Entre 15 y 30 min.,Sencilla,"['para fiestas', 'para niños', 'mediterráneas', 'para celíacos']","['Alcachofa', 'Queso para untar', 'Sal', 'Aceite de oliva', 'Anchoa', 'Pan de molde']",veraniegas
Receta de Mojo rojo canario. (el de Antonio y su madre),/receta-1475/mojo-rojo-canario-el-de-antonio-y-su-madre,0,Menos de 15 min.,Sencilla,"['vegetarianas', 'para celíacos']","['Ajo', 'Comino', 'Pimiento rojo', 'Pimienta', 'Vinagre', 'Sal', 'Aceite de oliva', 'Paprica']",tradicionales
Receta de Lombarda rehogada con canela y nueces,/receta-1573/lombarda-rehogada-con-canela-y-nueces,0,Entre 15 y 30 min.,Media,"['light', 'vegetarianas', 'invernales', 'para navidad', 'para celíacos']","['Lombarda', 'Cebolla', 'Sal', 'Pasa', 'Azúcar blanco', 'Canela en polvo', 'Nuez', 'Aceite de oliva', 'Comino']",exóticas
Receta de Brochetas de huevos de codorniz y anchoas Serrats,/receta-1628/brochetas-de-huevos-de-codorniz-y-anchoas-serrats,0,Menos de 15 min.,Sencilla,"['para navidad', 'para fiestas', 'para niños', 'norte de Europa', 'para celíacos']","['Huevo de codorniz', 'Anchoa', 'Tomate cherry', 'Queso']",tradicionales
Receta de Bocadillo de jamón y queso,/receta-974/bocadillo-de-jamon-y-queso,5,Menos de 15 min.,Sencilla,"['para niños', 'mediterráneas', 'para tupper']","['Queso semicurado', 'Jamón cocido', 'Tomate', 'Aceite de oliva', 'Pan de baguette', 'Sal']",light
Receta de Brocolis con patatas y jamón,/receta-1214/brocolis-con-patatas-y-jamon,5,Entre 15 y 30 min.,Sencilla,"['light', 'veraniegas', 'invernales', 'para tupper']","['Brécol', 'Patata', 'Bacón', 'Ajo', 'Cebolla', 'Aceite de oliva', 'Sal']",tradicionales
Receta de chapata serrana,/receta-895/chapata-serrana,5,Menos de 15 min.,Sencilla,"['minimalistas', 'para niños', 'mediterráneas', 'para tupper']","['Pan de chapata', 'Jamón serrano', 'Tomate', 'Aceite de oliva', 'Queso Gouda']",light
Receta de salsa de yogurt,/receta-837/salsa-de-yogurt,5,Menos de 15 min.,Sencilla,"['light', 'vegetarianas', 'exóticas', 'veraniegas', 'para fiestas', 'mediterráneas', 'para tupper']","['Aceite de oliva', 'Ajo', 'Yogur griego natural', 'Queso para untar', 'Albahaca', 'Limón']",veraniegas
Receta de Muffins de chocolate,/receta-1220/muffins-de-chocolate,5,Entre 30 y 60 min.,Sencilla,"['veraniegas', 'invernales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas', 'para tupper']","['_descripcion', 'Vainilla', 'Chocolate negro', 'Mantequilla', 'Harina', 'Levadura en polvo', 'Azúcar blanco', 'Sal', 'Huevo', '_descripcion', 'Chocolate blanco', 'Chocolate negro']",vegetarianas
Receta de Merluza envuelta con jamón y queso,/receta-989/merluza-envuelta-con-jamon-y-queso,5,Entre 15 y 30 min.,Media,"['veraniegas', 'para niños', 'mediterráneas', 'para tupper']","['Merluza', 'Queso en loncha', 'Jamón cocido', 'Huevo', 'Pan rallado', 'Pimienta', 'Aceite de girasol']",light
Receta de Arroz con verduras,/receta-900/arroz-con-verduras,5,Entre 15 y 30 min.,Sencilla,"['light', 'vegetarianas', 'mediterráneas', 'para tupper']","['Calabacín', 'Puerro', 'Zanahoria', 'Brécol', 'Pimiento rojo', 'Arroz', 'Caldo de verdura', 'Aceite de oliva', 'Cúrcuma', 'Ajo']",
Receta de empanada rápida de bacalao y pasas,/receta-819/empanada-rapida-de-bacalao-y-pasas,5,Entre 30 y 60 min.,Sencilla,"['tradicionales', 'norte de Europa', 'para tupper']","['Masa quebrada', 'Bacalao', 'Puerro', 'Pasa', 'Pimiento rojo', 'Aceite de oliva', 'Sal', 'Huevo']",light
Receta de ensalada de arroz,/receta-886/ensalada-de-arroz,5,Entre 15 y 30 min.,Sencilla,"['light', 'exóticas', 'veraniegas', 'para tupper']","['Aceituna negra', 'Maíz dulce', 'Anchoa', 'Huevo', 'Aceite de oliva', 'Vinagre', 'Sal', 'Ajo', 'Puerro', 'Arroz', 'Sucedáneo de cangrejo', 'Zanahoria']",light
Receta de Arroz con Brócoli y pasas,/receta-1065/arroz-con-brocoli-y-pasas,5,Entre 15 y 30 min.,Sencilla,"['light', 'vegetarianas', 'veraniegas', 'invernales', 'afrodisíacas', 'mediterráneas', 'para tupper']","['Arroz Basmati', 'Brécol', 'Pasa', 'Guisante verde', 'Cebolla', 'Mango', 'Azafrán', 'Limón', 'Curry', 'Aceite de oliva', 'Mango']",light
Receta de pasta  en salsa vera,/receta-827/pasta-en-salsa-vera,5,Menos de 15 min.,Sencilla,"['light', 'exóticas', 'para niños', 'mediterráneas', 'americanas', 'para tupper']","['Carne de vacuno picada', 'Pasta alimenticia', 'Puerro', 'Pistacho', 'Salsa de Mostaza', 'Aceite de oliva', 'Albahaca', 'Sal', 'Cerveza']",exóticas
